[00:03] 大家都知道图像是大自然创造的
[112:34] 对
[112:35] 就这种因素呢就是
[112:37] 就是让它这个
[112:38] 就是它这个效率
[112:39] 随着这个常态延长急剧下降
[112:41] 对
[112:42] 而且就不说老生常态嘛
[112:44] 大家说那个追力机是平方的
[112:46] 这个大家
[112:47] 假如说complexity的角度
[112:49] 对对
[112:50] 但complexity不是我最主要关心的
[112:52] 我主要还是关心智能
[112:54] 智能本身的建模
[112:55] 就是你光是这个问题
[112:57] 你就使得它
[112:58] 就这个方式是不对的
[113:00] 就是就不对的
[113:01] 而且呢
[113:02] 我们经常说压缩才能制度
[113:04] 对你这个信息
[113:05] 如果你不经过加工
[113:07] 来压缩它
[113:09] 不管是无损压缩有损压缩
[113:11] 就道理是一样
[113:12] 就是用一个更精炼的表示
[113:15] 你要想办法提炼了信息里面
[113:17] 一个更精炼的表示
[113:19] 它才能才能制度
[113:20] 对
[113:21] 但我们知道
[113:22] 就在那个你用transform来
[113:23] 的那个context来建模
[113:25] 这个上响门的时候
[113:26] 就是它的那个容量
[113:29] 就是它的memory容量
[113:30] 使用信息增加的同步增加
[113:32] 所以它并没有任何压力
[113:34] 或者痛力
[113:35] 也没有什么loss
[113:37] 来让它做压缩
[113:39] 尤其是如果你关心了task
[113:42] 还包括很多retriever task
[113:44] 这个模型更
[113:45] 就会更学到一个bias
[113:48] 就是说
[113:49] 那我是一点都不能忘
[113:51] 我必须得牢牢记住
[113:53] 因为我的训练器
[113:54] 老是考我这个retriever问题
[113:57] 比如说考我大海捞针问题
[113:59] 那我就一点都不能忘
[114:01] 对
[114:02] 但其实就是这些训练
[114:05] 它不是一种智能的表现
[114:06] 反而是
[114:07] 一种智能的倒退
[114:08] 就本来可能存在智能的东西
[114:10] 正因为这种不遗忘
[114:12] 或者最片面最有无损
[114:14] 或者缺乏
[114:16] 就是它其实是阻碍这个智能进来
[114:19] 然后再想到
[114:20] 就是当然很多人都意识到这点
[114:22] 就是比如说像
[114:23] 很多人就就是想用这个rn来
[114:26] 因为人类可以看成一个rn
[114:28] 它是个无线 无线学
[114:30] 用rn来替换现有的传播
[114:32] 而最经典的就是
[114:33] 各种各样的传输的
[114:34] linear传输的变体
[114:36] 经典传输就被看成一些rn
[114:38] 对
[114:40] 然后呢
[114:41] 实际中也取得了一个效果
[114:43] 但是用的据我所知还比较少
[114:46] 但我是有这样的看法
[114:48] 就这样的
[114:49] 这些架构都很好
[114:50] 对
[114:51] 都很好
[114:52] 但是呢
[114:53] 我们无论是
[114:54] 但是现在
[114:56] 关于建模long complex的核心难点
[114:59] 或者是
[115:01] 就关键点
[115:02] 根本就不在这
[115:03] 甚至于
[115:04] 甚至于
[115:05] 这个bashmark有很多误区
[115:07] 比如说
[115:08] 就很多人会把rn like的方法
[115:11] 比如说linear传输和普通传输混用
[115:14] 理由就是如果你不混用
[115:16] retrieve任务
[115:18] 就没办法做
[115:19] 比如说大海捞金过不了
[115:22] 就很难通过
[115:23] 但问题是你想想这件事
[115:25] 总真的重要
[115:26] 就这个bashmark真的重要
[115:28] 对
[115:29] 其实在今天这个function call的这个时代
[115:31] 就long complex完全可以运用多模型
[115:34] 就是retrieve这个task
[115:36] 是可以通过多模型协作来解决
[115:39] 你想想
[115:40] 我给你一本书
[115:41] 就人看完以后
[115:42] 人是怎么找到
[115:44] 假如他要对这个书写总结
[115:47] 但是很多细节
[115:48] 比如他要摘抄一些金句
[115:50] 这可能这些细节他都忘了
[115:52] 那句子是什么样的
[115:53] 他是都是不知道
[115:55] 人并不是直接输出这个
[115:59] 就是直接从他的记忆里背
[116:02] 使用这些金句
[116:04] 这个很容易出幻觉
[116:05] 因为他记忆是有限
[116:06] 人会忘
[116:07] 还是人会烦恼
[116:09] 主张去烦
[116:10] 就看看有没有
[116:11] 他虽然已经读过这本书了
[116:13] 但他还是会夜夜的去烦
[116:16] 我就根据我的印象
[116:18] 可能在哪附近
[116:19] 是有一个我觉得比较好的情节
[116:21] 我想从那个情节里
[116:22] 再抄一些好的内容
[116:24] 他是会翻书
[116:26] 那怎么建模翻书这个动作
[116:28] 你可以理解
[116:29] 这是一种function call或者retrieve
[116:31] 对
[116:32] 但是在我看来
[116:34] 它可能会更复杂一些
[116:36] 它其实涉及到一个注意力
[116:38] 就是context的转移
[116:40] 也就是说
[116:41] 我从一个全局的注意力
[116:44] 转移到了一个局部
[116:46] 而这个局部呢
[116:48] 是靠这个全局的这样的一个注意力来导引
[116:51] 来实现的
[116:53] 所以具体建模
[116:55] 我完全可以建模成两个
[116:59] 对
[117:00] 然后一来二路呢
[117:02] 我每
[117:04] 每一个LM
[117:05] 我都是只使用上下纹
[117:07] 比如说相对较短的
[117:09] 这个普通传输模
[117:11] 混合上无限上下纹的
[117:13] linear传输模来构建
[117:15] 我就不再像现在
[117:17] 现在这个流行的
[117:18] 像捡把这样的架构
[117:20] 我是直接用一个全尺寸的传输模
[117:23] 加一个全尺寸的linear传输模去搞
[117:27] 那样的话
[117:28] 就等于你还是
[117:31] 那只是取了个巧
[117:33] 然后你的memory size
[117:34] 其实还是会变得非常大
[117:36] 就我前面说的所有确认都还在
[117:38] 那实际上大可无比
[117:40] 所以我就故意用一个context
[117:42] 非常小的普通传输模来建模
[117:44] 前面说的短期记忆
[117:46] 然后我再用一个
[117:48] 就是无限长序列的
[117:50] 比如说linear传输模
[117:51] 或者其他
[117:52] 来建模这个
[117:54] 有全局的信息
[117:55] 我先把它缩过来一下
[117:57] 我有了整体感受
[117:59] 然后我想打开哪一页
[118:01] 我就触发一个动物
[118:03] 我就触发一个动物
[118:05] 然后我就可以找到那个动物
[118:07] 就是我印象中
[118:09] 可能这个数百分之二十
[118:11] 需要有一个东西
[118:12] 我很看重
[118:14] 如果
[118:15] 然后呢
[118:17] 对于另一个LM
[118:20] 我也可以用同样的架构来说
[118:23] 它就只看了百分之二十
[118:25] 我看看它有没有我想要的这个东西
[118:28] 如果有了
[118:30] 它直接反馈给我的
[118:32] 这个主传输模
[118:34] 就是下面那个就是无限程序
[118:37] 对
[118:38] 然后没有
[118:39] 下面那个就说
[118:40] 它没发现好东西
[118:41] 那我再换一个位置
[118:42] 再看看
[118:43] 因为我总有印象
[118:44] 那有没有好东西
[118:46] 这样一搞
[118:47] 其实它还是一样的
[118:49] 我用扩通思维链的方式
[118:52] 就比较巧妙地把它解决了
[118:54] 自始至终我都没有哪一个东西
[118:56] 把整本书就完整地存下来
[118:59] 而相反
[119:00] 我通过扩充思维链
[119:01] 并且呢
[119:02] 我这个思维链还带工具的
[119:04] 当然这个工具是广义的工具
[119:06] 它不只
[119:07] 不是只reg的一种工具
[119:09] 它还包括调用另一个LM
[119:13] 这其实也是我认为
[119:15] 为什么人类的脑区
[119:16] 没有学到了这种比较精细的分工
[119:20] 而不是一个脑区就搞定了所有模态
[119:23] 所有task
[119:24] 这可能是更节省上下文的一种方式
[119:27] 为了像大脑分区一样
[119:29] 对对对
[119:30] 就我完全可以用multi agent的这种方式
[119:33] 它是可以完全可以实现
[119:36] 那个节省上下文的这个目的
[119:39] 对
[119:40] 又比如说我们在讨论一下
[119:42] OpenAI
[119:43] 那个当时欧三刚出来的时候
[119:45] 他是说他他们可以做六天六夜
[119:48] 不停的推理
[119:49] 然后有上千万的投资
[119:51] 对
[119:52] 那么那么可以使用
[119:53] 但我我肯定不知道他真正是怎么做
[119:56] 那我可以思考一下
[119:57] 就简单思考一下
[119:58] 如果让你做你要怎么做
[120:00] 对那最简单但粗暴的方法
[120:03] 就是我设计一个架构硬扛了几千万个成分
[120:08] 我投资
[120:10] 对也很难也很慢是吧
[120:12] 而且听起来就不太没算
[120:15] 成本也去搞
[120:16] 对对对
[120:18] 但是我现在就告诉你
[120:19] 我现在我我现在手里只有
[120:21] 我告诉你我做了推理的积膜
[120:23] 我手里只有比如128k128k剩下
[120:27] 我要怎么做的这么长
[120:29] 其实有一种非常简单的方法
[120:31] 就是我把我搞两个模型
[120:34] 一个模型做plan
[120:36] 另一个模型来做具体的求解
[120:39] plan模型呢
[120:41] 我是每一次我搜索到一条分支
[120:44] 对我到这条分支的
[120:46] 我我进入了这条分支以后呢
[120:49] 对后面就是一个具体的演算
[120:51] 和执行了
[120:52] 我把这个这个这个演算过程
[120:54] 我交给第二个那个模型来做
[120:58] 这个模型是它只有有限的上下文
[121:01] 它的上下文是经过那个plan模型摘要之后
[121:05] 产生的上下文
[121:06] 哎它接上了一个结果
[121:07] 可能是已经找到答案了
[121:09] 或者是没有找到
[121:11] 没有找到答案
[121:12] 它反馈了一些思路
[121:13] 然后它把这个解保汇报给
[121:15] 这个我的那个主产
[121:17] 我采到控制作用的那个那个模型
[121:21] 然后这个模型再plan
[121:23] 根据它这个反馈
[121:24] 我再plan第二条路径
[121:26] 再plan第二条路径
[121:27] 然后这个第二条路径呢
[121:28] 我再发给那个刚刚负责执行任务的那个模型
[121:33] 注意这条路径其实已经跟刚刚的路径无关了
[121:36] 所以负责计算和那个推导的那个模型
[121:40] 它根本不需要保留刚刚那一步的上下文
[121:43] 它只需要有你这个
[121:46] 就是起到控制作用的这个agent
[121:49] 这个agent发给它的必要信息
[121:52] 它只用这些信息就完了
[121:54] 这跟人类也一样
[121:55] 你做第二题的时候
[121:56] 你为什么你还要对第一题念念不忘
[122:00] 比如说你做第一道题
[122:03] 你已经探索了路径
[122:05] 此路不通
[122:06] 然后你再算
[122:07] 那你为什么还要对刚刚那个路径念念不忘
[122:10] 这是一个道理
[122:11] 就是说第二个模型就相当于
[122:13] 它是人的注意力转移中的
[122:15] 它就有一个情景转移
[122:17] 它已经从一个context上切换成了另一个context
[122:21] 人是有很强的情景隔离的
[122:23] 比如我现在跟你说话
[122:25] 对其实我刚刚办公室内那个问题很多
[122:29] 有很多办公的问题
[122:30] 但是在这一刻我是不会想它了
[122:32] 它就不在我的context里
[122:34] 就这个意思
[122:36] 对对对
[122:37] 你就通过这样的一个方式
[122:38] 你会发现你的路径
[122:39] 假如说你的搜索成绩是一个
[122:41] 就二叉树上展开的
[122:42] 那原来你需要
[122:44] 你把整个二叉树每条pass全部拉直
[122:46] 你的suit需要
[122:48] 可能要什么上千万
[122:50] 但你现在只需要log几遍
[122:52] 我从顶层节点到几遍
[122:55] 到底层节点到最后要log几遍
[122:57] 我只需要非常多
[122:59] 也就是说我的负责
[123:01] 负责plan的那个模型
[123:03] 它只要知道highlight我的架构
[123:04] 哪些路径收到了
[123:05] 之前得到了什么样的结果
[123:07] 也highlight我的信息
[123:08] 而我负责执行和演算的模块
[123:12] 就那个模型它只需要负责
[123:15] 就是它的那个
[123:16] 它关心的那一部分
[123:18] 当前关心的那一部分
[123:19] 它历史上计算的
[123:20] 所以完全可以不存储
[123:21] 这样其实思维链长途就大幅减少了
[123:25] 最关键的是
[123:26] 这件事很多人看不起这个假如
[123:28] 说这不就是pin agent了吗
[123:31] 但是在今天这个时代
[123:33] 有很多人说
[123:34] 叫pin agent肯定永远比不过端到端了
[123:37] 对不对
[123:38] 但是我现在可以告诉他
[123:39] 告诉你现在这套系统
[123:41] 发展到今天以后
[123:42] 有了RL
[123:43] ZoT这套范式
[123:44] 这一套系统也是可以端到端训练
[123:47] 为什么呢
[123:48] 我现在就给你一个retro task
[123:50] 我现在也是
[123:51] 甚至于我也可以用
[123:52] Rule based的这种方案
[123:55] 去搞
[123:56] 对然后呢
[123:57] 我限制你这两个模型的抗态长度
[123:59] 你永远不能超过这个程度
[124:01] 但是呢
[124:02] 你们可以互相之间communicate
[124:04] 可以清空你的
[124:05] 不断的清空你的上下文
[124:07] 反正最终的优化目标就是
[124:10] 就是那个我要最大化
[124:12] 我回答对答案的概率
[124:15] 对这时候你会发现
[124:16] 这两个系统
[124:17] 它如何协作
[124:18] 它不是你自己拼
[124:20] 拼出来
[124:21] 你可能需要一个简单的人启动
[124:23] 但是那个
[124:24] 但是经过R的训练
[124:26] 它完全会adapt到
[124:27] 它自己的那种pattern
[124:29] 这个communicate
[124:30] 所以它也是端到端的
[124:32] 而且比你直接塞到一个上下文
[124:34] 要强大得多
[124:37] 就是它对于抗态使用的
[124:40] 而且它避免了那种上下文干扰问题
[124:42] 就甚至于它会主动避免上下文变长
[124:46] 因为上下文变长一定会才能干扰
[124:48] 这个不仅解决了长上下文的问题
[124:51] 好像也是一个multi agent的
[124:54] 未来出现
[124:55] 或者说你要看你一定怎么agent
[124:58] 我觉得这个可能更像于
[125:00] 人脑的不同脑区之间的协作基础
[125:02] 还没有到真正的multi agent
[125:05] 就多个体
[125:07] 多个体协作
[125:08] 你就像多个人
[125:10] 你想要为了同一个目标进发
[125:12] 这是个很困难的事
[125:14] 但是对于一个人内部
[125:16] 或者说我认为
[125:18] 对于一个独立的个体
[125:19] 以后设计这种系统
[125:22] 你就得这样搞
[125:23] 那如果是沿着大脑分区的
[125:26] 未来可能更多个模型
[125:28] 有更多的不同的分工
[125:29] 通过RO的方式可以趁着一体化更好
[125:32] 对
[125:33] 它很有可能它的基础都是普通的LM或者VLM
[125:37] 但是在训练的过程中
[125:39] 它逐渐产生了分化
[125:41] 就是功能上的分化
[125:43] 我觉得这是非常有可能
[125:45] 有的模型它就是为了记忆存在的
[125:48] 有的就为了做planning做action
[125:50] 对
[125:51] 虽然说在训练之后
[125:53] 你可能没有这种偏好
[125:55] 但它最后它为了达到让它每一个
[125:59] 我举个例子
[126:00] 让它每一个上下文都不爆了
[126:06] 对它会选出这种模式
[126:09] 在就不断的裁剪的上下文
[126:11] 这种模式这是非常有可能
[126:13] 现在很多人围绕着attention架构去改
[126:16] 好像今天没有什么好的解决办法
[126:19] 是这样的
[126:20] 我还一直强调一个观点
[126:22] 架构不重要
[126:24] 架构是服务算法和系统
[126:26] 所以你有什么样的算法
[126:28] 你就能做那样
[126:31] 就包括我说linear transformation
[126:34] 我为什么认为它一点都不本质呢
[126:36] 因为我们今天的算法是autoregressive的NTP
[126:40] 如果你不用这个算法
[126:41] 比如说Hinton的Fed forward only
[126:44] FFN
[126:46] 不是
[126:47] 那个叫什么
[126:48] 我有点忘了
[126:49] 就是Fed forward only的那一套方法
[126:52] 就是无反传算法
[126:54] 你根本不需要linear transformation
[126:56] 你就一个任何一个普通的RN都可以
[126:59] 因为它不反传历史
[127:01] 对
[127:02] 甚至于这个
[127:04] 它好像叫FFA吧
[127:06] 甚至于这个算法
[127:07] 如果最后是work
[127:08] 那么在线学习也就可以直接搞了
[127:12] 对
[127:13] 我就不需要有所谓的train
[127:14] 和inference这个接纳
[127:16] train也是一种inference
[127:19] 对
[127:20] 所以这个就是
[127:21] 假如要架构是服务于算法
[127:23] 因为你有next to prediction这件事
[127:26] 然后这个算法你需要并行化
[127:30] 所以你不得不对RN的结构产生了一定的要求
[127:35] 它必须得是一种表现为一种可分离的这种形式
[127:39] 所以才有了linear transformation
[127:41] 刚才也提到了在线学习
[127:43] 或者叫模型的自主学习
[127:45] 这块能不能展开讲一讲
[127:47] 为什么这个重要
[127:48] 以及这可能是实现asi
[127:50] 最重要的一个路径
[127:52] 对
[127:53] 其实从今天大模型的眼睛来说
[127:57] 你会很明显的发现
[127:59] 真正的核心的驱动力是两根轴
[128:03] 很多是底层算法
[128:05] 其实就是或者我们说叫优化方法
[128:08] 纵轴是模态
[128:10] 对
[128:11] 然后优化算法的起点
[128:14] 就是零点部位
[128:16] 或者叫单位长度那个部位
[128:18] 就是从0到1的那个部位
[128:20] 代表的代表性的事件
[128:22] 是next token prediction的发现
[128:25] 对
[128:26] 而模态那个的起点是是语言
[128:29] 自然语言
[128:30] 对
[128:31] 然后呢
[128:32] 我们的发展趋势其实都是在不断的
[128:35] 它两它是它是呈现一个螺旋上升的一个地方
[128:39] next token
[128:40] 正因为next token prediction很work
[128:43] 在文本上很work
[128:44] 所以沿着多么太多又越来越多的人
[128:48] 对去研究
[128:49] 怎么把把类似的范式迁移到更多的模态
[128:52] 先给它迁移了
[128:53] 但迁移过程中可能会反复碰壁
[128:55] 碰壁的多了
[128:57] 人们就会怀疑你这个训练到底work不work
[129:02] 对
[129:03] 然后一群人呢
[129:04] 还有一群人呢
[129:05] 他可能他的焦点是主要是focus在语言本身
[129:09] 他在研究语言推理问题
[129:11] 尤其数学这些问题
[129:12] 他也发现了next token prediction的问题
[129:15] 对
[129:16] 所以呢
[129:17] 大家一致结论这个不行
[129:19] 对
[129:20] 就基于这个压缩这个不行
[129:22] 我们得搞RL
[129:23] RL就相当于直接面向目标优化
[129:25] 就不走那种间接的那种优化模式了
[129:28] 哎
[129:29] 面向目标优化呢
[129:31] 哎呀
[129:32] 发现一下子盘活了很多思路
[129:35] 对
[129:36] 首先语言模型推理能力强了一大块
[129:39] 多么太
[129:40] 之前大家多么太都无解的
[129:43] 这个深圳理解一体化这些问题
[129:45] 突然
[129:46] 就因为有了推理模型
[129:47] 就很多事情就变得
[129:49] 都想通了
[129:50] 我们就可以继续带走了
[129:52] 对
[129:53] 然后今天我们仍然是处于这个
[129:55] 就是还是在这个那个
[129:58] 就RL这个模态的这个
[130:01] 就这个算法
[130:03] 这个训练算法的
[130:04] 大家还在挖掘这个上限
[130:06] 但是已经越来越多的人
[130:08] 也是开始发现了
[130:10] 哎
[130:11] 这套算法就看起来也不是那么的完美
[130:14] 比如说存稿语言的人
[130:16] 他其实最
[130:17] 最那个
[130:18] 就是觉得这件事最不make sense的一点
[130:21] 是在于什么呢
[130:22] 就其实在于
[130:24] 他就目前只有Ruby
[130:27] 还有以及一些那个像逆强化学习
[130:30] 这样的方案
[130:31] 他是work了
[130:32] 对
[130:33] 但是呢
[130:34] 这件事跟人类的学习
[130:36] 其实差别非常大
[130:38] 而且呢
[130:39] 局限性也特别大
[130:40] 比如最典型的就是Ruby
[130:42] 你是无法处理那些没有评价标准
[130:45] 没有明确评价标准的东西
[130:47] 这些没有明确评价标准的东西呢
[130:50] 你可以通过模型来建模
[130:52] 但这些模型的行为又很容易被害
[130:55] 啊
[130:56] 以及对于人类来说就是
[130:58] 就是
[130:59] 呃
[131:00] 关于这个自我价值的认知啊
[131:03] 以及这个
[131:04] 就是正确性的判断
[131:07] 这个更多是靠人脑自己
[131:09] 并不总是
[131:10] 人就像经常开的玩笑
[131:12] 就是人不是做每件事都是服务于KPI的
[131:15] 对
[131:16] 但是要有自我意识
[131:17] 他有一个自驱力
[131:19] 呃
[131:20] 在呃
[131:21] 就是在驱动这件事
[131:22] 也就是说
[131:23] 这个这个评价的这个模块
[131:26] 呃
[131:27] 很大概率上
[131:28] 他不应该是个外界的
[131:29] 我们现在Ruby
[131:30] 他都是外界
[131:32] 啊
[131:33] 那个就是
[131:34] 你你训练模型
[131:35] 就reward model
[131:36] 他也是外界
[131:37] 这就是逆强化学习嘛
[131:39] 你真有了外界的偏好
[131:40] 然后
[131:41] 去
[131:42] 然后再监督他自己
[131:43] 他都是来自外界
[131:44] 但是我们学了一个
[131:45] 就真正的模型
[131:46] 就是那一身原动
[131:47] 那可能很多人说
[131:49] 这个不重要
[131:50] 现在的方法已经够了
[131:52] 啊
[131:53] 但是
[131:54] 你在工程实践上你会发现
[131:56] 就是如果你沿着
[131:57] 一直沿着Ruby
[131:58] 现在这套方法走下去
[131:59] 你又会遇到
[132:00] 重新遇到scaling问题
[132:02] 这个scaling不再是我们之前说的model scaling
[132:05] data scaling
[132:06] 现在叫involvement scaling
[132:08] 就是说
[132:09] 就比如说你要解编程问题
[132:11] 你要搭环境吧
[132:13] 你要做到Ruby
[132:15] 你就得搭环境嘛
[132:16] 结果一个project
[132:18] 你就搭一个环境吧
[132:19] 那整个的一套Docker
[132:20] 那个输入输出
[132:21] 还有测试数据都会配起来
[132:23] 结果你产生了一条数据
[132:25] 对
[132:26] 这个效率太低了
[132:27] 当然大厂现在很多
[132:28] 据我所知
[132:29] 就这样干了
[132:30] 就找了很多工程师一个一个写project
[132:33] 这也是很多厂
[132:34] 那个就尤其是主打编程的厂
[132:37] 他可能比较擅长做这件事情
[132:40] 但是终究这件事跟人类不一样
[132:43] 人类不是通过
[132:44] 给他无数的环境
[132:45] 让他就外界手搭好环境
[132:48] 人类是自驱的
[132:49] 他会自己看文档
[132:51] 自己搭环境
[132:52] 自己搭环境
[132:53] 从环境反馈中获得学习
[132:56] 并且这个学习绝对不是一个01
[132:59] 这种要素的一个学习
[133:01] 我就说一个非常小的
[133:03] 这个大循环
[133:04] 这个大闭环里面非常小的问题
[133:06] 就是说如何从人类思想语言中拿到反馈
[133:09] 因为发现就即便是这么小的一个问题
[133:12] 目前都是很难实现的
[133:15] 举个例子
[133:16] 我写了篇作文
[133:18] 我写了作文
[133:19] 我的老师跟我说
[133:20] 你第一段写的不错
[133:21] 然后第二段稍微修辞用的有点过
[133:25] 对
[133:26] 然后第三段的话
[133:28] 就是跟上下文衔接不太行
[133:31] 然后第四段有些出别字
[133:33] 然后整体读起来就感觉略显干巴
[133:37] 而且长度太短了
[133:39] 对
[133:40] 这个老师从非常多不同维度
[133:43] 对我这个目
[133:44] 对我这篇作文做出了评价
[133:49] 但是我们今天的RL是怎么做呢
[133:51] 把每条评价都单独加了个全
[133:54] 这个算了0.1分
[133:56] 这个要加0.5分
[133:58] 最后说我这个模型得了3分
[134:01] 我这个回答得了3分
[134:04] 完全丢失了这里面非常丰富的评价的维度
[134:08] 看起来你的
[134:11] 这也是现在大家做general table rm的一个困境
[134:14] 就是说你确实是可以从多维度评价一个回答的好坏
[134:19] 但是怎么利用这些这些维度
[134:22] 现在是没有什么好方法
[134:23] 最后都是把它加全成一个干巴巴的数字
[134:26] 既不知道这个数字
[134:27] 对于模型来说
[134:28] 他根本不知道这个数字怎么算出来
[134:31] 他只能猜
[134:32] 他通过大量的样子去
[134:34] 这是个很低效的
[134:35] 去猜你你的打分规则
[134:37] 你是靠什么算出来这个数字
[134:39] 以及他不仅要算你的打分规则
[134:42] 他还得猜
[134:43] 你的每一块的打分的要素
[134:46] 你是根据我第一段打的分
[134:48] 还是第二段的
[134:49] 还是整体风格
[134:50] 还是整体的这个叙事逻辑
[134:52] 这些不同的维度
[134:53] 这信息完全丢失了
[134:55] 我根本无法从这句话中获得反复
[134:58] 就现在就是连这一步
[135:00] 我们都还没有比较完完美的解放
[135:04] 虽然说论文很多
[135:06] 就是这块论文是现在已经比较多了
[135:09] 还没有一个在工业界上
[135:11] 大家普遍认可
[135:12] 做得比较好
[135:13] 尤其是你想在自然语言反馈这一块
[135:16] 其实这也是我现在重点研究的一个领域
[135:19] 让自主学习
[135:20] 它其实也是
[135:21] 要真正实现自主学习
[135:23] 就是它前置技术来还是非常长的
[135:25] 我认为其中最需要解决的
[135:29] 就是跟环境沟通
[135:30] 跟环境沟通很多是那个自然语言
[135:33] 你要得解决从自然语言中
[135:35] 获得反馈这个能力
[135:37] 这个领导批评你做的错了
[135:39] 你得知道你要向哪个方向去改
[135:42] 对这个才是基础
[135:45] 当然这只是一个
[135:48] 就刚刚说的这个众多问题中的
[135:51] 一个非常小的技术细节是需要突破
[135:54] 对
[135:55] 但我刚刚说的
[135:56] 就是上一代
[135:57] 或者当前这一代RO
[136:00] Rule based RO
[136:01] 它面临的最大问题
[136:03] 其实还是环境
[136:04] 环境不可skill up
[136:05] 你需要非常多的人去做标准
[136:09] 对
[136:10] 而且这个跟人类是完美的
[136:12] 完全不一样
[136:14] 对
[136:15] 人类它应该具有在
[136:17] 在那个
[136:18] 就是空间里面自主探索
[136:21] 就是跟环境沟通中不断的
[136:25] improve它自己
[136:26] 这样的一个能力
[136:27] 这里面又涉及两个技术细节
[136:29] 就是一个就是
[136:31] 还是叫做无限长创下文的建筑
[136:34] 其实就跟刚刚那个Long Context
[136:36] 就建立关系了
[136:37] 对无限长
[136:38] 因为真实的环境
[136:39] 它就是一个无限长序列
[136:41] 而且是个动态的
[136:42] 就是没有稳态的
[136:43] 这样的一个界面
[136:45] 第二个就是学习算法
[136:47] 尤其是学习算法中
[136:48] 尤其关键的
[136:49] 就刚刚说的
[136:50] 如何从这个自然语
[136:52] 或者非结构化反馈中
[136:54] 来提醒自己
[136:56] 以及你要如何
[136:58] 如何设计你的就是
[137:00] 叫内生奖励
[137:02] 对
[137:03] 就内生奖励就是说
[137:04] 就驱使你这个模型
[137:05] 如何更新你自己的权重参数
[137:08] 来适应这个视点
[137:10] 对这个其实就是下一代自主学习
[137:13] 对有要解决的问题
[137:14] 对我们经常说
[137:15] 这个自主学习跟在线学习
[137:17] 经常是绑定到一起
[137:18] 因为看我刚刚说的这个模式
[137:20] 如果你能搞定自主
[137:22] 那为什么不把它放到真实环境
[137:24] 你能玩一玩
[137:25] 对那其实它就是一个在线模式
[137:28] 所以这两个件事是其实
[137:30] 这个也是我们就是下一步
[137:33] 就是要做的
[137:34] 就是要我这边会重点投入的一个东西
[137:38] 还听到多么太退
[137:40] 因为GPT40个可能一年以内
[137:42] 那自主学习和在线学习
[137:44] 你估计这个时间表会
[137:46] 时间表会推迟一些
[137:48] 但我认为也不会太多
[137:49] 两到三年
[137:50] 对可能都不需要
[137:52] 两年以内
[137:53] 两年以内
[137:55] 因为现在研究这块的人已经非常多了
[137:58] 我是觉得很有可能
[138:00] 就是不用特别久
[138:02] 这一块就会有突破
[138:04] 如果你刚关注学术界就会发现
[138:06] 这块现在也是一个研究的大任务
[138:09] 对
[138:11] 如果自主学习在线学习突破了
[138:13] 那其实公有的知识
[138:15] 跟很多领域的专有的知识
[138:17] 企业的私有的知识
[138:18] 有可能会融合的很快
[138:20] 比如说一个自主学习的agent
[138:22] 在咱们公司内学习
[138:23] 他可以把我们公司的很多know how
[138:25] 都学的我们公司最强
[138:27] 对吧
[138:28] 而且可以迟练高度的定制化
[138:30] 就这个智能体就是你公司的员工了
[138:33] 对就是它是专为你定制了
[138:36] 当然这里面会有很多系统上的挑战
[138:38] 就比如说你怎么复制怎么迁移
[138:40] 比如说上帝造人类
[138:42] 其实留下一个大bug
[138:44] 就是这个人的记忆
[138:46] 他没法很容易的给那些人
[138:48] 对其实自主学习实现以后
[138:50] 它也有这个问题
[138:51] 就是你要怎么融合两个人
[138:53] 两个课题
[138:54] 对这也是一个比较难玩的
[138:57] 当然这也取决于建模
[139:00] 就是建模的方式
[139:02] 如果自主学习实现了
[139:03] 你感觉对今天的基础模型
[139:06] 这个范式会有多大影响
[139:07] 因为它学习效率更高了
[139:09] 它有限的数据
[139:10] 很少的数据可以学得很快
[139:12] 那今天这些它是给未来的一个
[139:16] 叠加式的一个技术的底座
[139:18] 还是说它会现有的东西
[139:20] 可能未来的重要性就没有那么重要了
[139:23] 这个是很难预判的
[139:25] 就是基本上每一次迭代
[139:27] 你会发现你都得把
[139:29] 这里其实最难的认知
[139:30] 不管是颠覆式还是渐进式
[139:33] 它都有可能
[139:34] 有可能就是个小学学校改善
[139:36] 有可能就是一个损失函数的事
[139:39] 解决了一个损失函数就搞了
[139:42] 它有可能解决非常简单
[139:43] 也有可能会非常复杂
[139:45] 对
[139:46] 但是基本上从历史上来看
[139:48] 这里面最关键的点还是在于认知
[139:52] 你只有把上一代做的比较完善了
[139:54] 你才能充分理解到它的边界在哪
[139:57] 它的问题在哪
[139:58] 这个认知的know-how是这个
[140:01] 所以无论如何
[140:02] 你上一代你都得做
[140:03] 就是这个原因
[140:05] 所以未来两年
[140:06] 可能我们还能再看到至少两个GPT-4的时刻
[140:11] 一个是多摩泰的推理
[140:14] 一个是自主学习或在线学习
[140:18] 觉得还会有更多的GPT-4的时刻
[140:21] 剩下的就不好预估了
[140:24] 现在Google还有一个就是agent
[140:27] 可能在未来一两年
[140:28] 大规模的做有经济价值的任务
[140:30] 他们也觉得这个可能是一个
[140:32] 我想澄清一下
[140:34] 现在的agent
[140:35] OpenAI提的很可能不是一件事
[140:38] OpenAI的那个叫做五级
[140:40] 智能度的五级分类法
[140:41] 它其实是非常有逻辑的
