[00:12] Hello 大家好,我是小骏
[00:14] 今天这期节目我们来到了美国纽约
[26:18] 看一些东西
[26:19] 对
[26:20] 生物也是
[26:21] 而不是听不是读
[26:22] 不只是人
[26:23] 不只是人
[26:24] 嗯
[26:25] 所有的东西
[26:26] 其实不完全是这样
[26:27] 因为其实
[26:28] 在530 million
[26:30] 啊
[26:31] year ago
[26:32] 就530个百万
[26:33] 啊
[26:34] 呃
[26:35] 年前
[26:36] 其实地球上其实是
[26:37] 这些生物是没有眼睛了
[26:38] 大家都在这种深海里面生活
[26:40] 呃
[26:41] 暗无天日
[26:42] 对吧
[26:43] 大家都在深海里面
[26:44] 然后光打不进来
[26:45] 然后突然有一天
[26:47] 啊
[26:48] 有一些生物能够
[26:49] 呃
[26:50] 发展出来他们的视觉了
[26:52] 虽然还是很弱
[26:53] 他们有点渺茫的这个
[26:54] 这个信号
[26:55] 嗯
[26:56] 啊
[26:57] 但这时候他们就很厉害了
[26:58] 他们就能看到自己想要捕食的对象在哪
[27:03] 我就可以很快的游过去
[27:04] 然后把它吃掉
[27:05] 它还能躲避躲避天敌
[27:07] 有人要过来要抓我了
[27:08] 我立刻逃跑
[27:09] 啊
[27:10] 一旦视觉诞生了
[27:12] 呃
[27:13] 其他的生物在进化过程中
[27:16] 不得不演化出更强的呃
[27:18] 这个这个视觉
[27:19] 对吧
[27:20] 因为因为如果你不有更强的视觉的话
[27:22] 你就会被吃掉
[27:23] 是吧
[27:24] 所以就展展开了一场军备竞赛
[27:26] 啊
[27:27] 所以这是所谓的韩武纪大爆发啊
[27:30] 啊
[27:31] 所谓的看本
[27:32] 就是说地球上在这个韩武纪之前
[27:35] 可能只有屈指可数的这些物种
[27:38] 但是过了韩武纪之后
[27:40] 突然到大爆炸式的
[27:42] 多了几十万种这种物种啊
[27:44] 一个立定的siri
[27:45] 就一个一个理论
[27:46] 其实是说
[27:47] 这种大爆炸的啊
[27:49] 来源其实就是因为
[27:50] 大家在视觉层面
[27:51] 展展开了这种军备竞赛
[27:54] 是的是的
[27:56] 所以所以你说的完全对
[27:57] 我觉得我觉得这其实是不是一个
[28:00] 人特有的事情
[28:01] 我觉得所有的动物其实也是这样
[28:03] 嗯
[28:04] 然后所以
[28:05] 呃
[28:06] 我对这件事情还是还是蛮感兴趣的
[28:08] 而且而且你知道
[28:09] 呃视觉这件事情其实也不只是一个感官啊
[28:12] 有一种说法是
[28:13] 其实眼睛是唯一一个
[28:17] 它是大脑的一部分
[28:18] 但它是唯一一个暴露在
[28:20] 在
[28:21] 真实世界里面的大脑部分
[28:22] 因为其他的大脑部分都藏在我们的头股背后
[28:25] 嗯
[28:26] 对吧
[28:27] 所以这样想的话
[28:28] 其实解决视觉不是要解决视觉本身
[28:31] 而是要解决智能本身
[28:33] 对吧
[28:34] 所以一切我觉得都是能串起来的
[28:36] 从你还没有进入大一的正式上学之前
[28:40] 那个在宿舍里躲着打游戏
[28:44] 虚度时光的你
[28:45] 然后到你找到了计算机视觉的这个人生的主线
[28:49] 这中间发生了什么呀
[28:51] 嗯
[28:52] 其实也没发生什么
[28:53] 其实很多时候我觉得都都来源于偶然吧
[28:56] 嗯
[28:57] 就像我如果当初也许没看这本书
[29:00] 然后我可能也不会走上这条路
[29:02] 但有时候我觉得这也是一种必然
[29:04] 我现在还是蛮相信
[29:05] 其实每个人都有自己的命运
[29:08] 或者说啊
[29:09] 我有时候跟学生说
[29:12] 你不要想着说你不做这件事
[29:14] 别人就会把这件事做了
[29:16] 你要想
[29:17] 如果你不做这件事
[29:19] 这件事在这世界上永远不会发生
[29:22] 好
[29:23] 这是什么意思呢
[29:24] 就是说
[29:25] 就是说
[29:26] 就是说你现在在做一个research topic
[29:28] 对吧
[29:29] 然后你做了这件事情
[29:31] 你是怎么样一步一步到达这个端点的
[29:35] 嗯
[29:36] 这件事情完全取决于你自己之前的个人的人生的经验
[29:39] 成长的背景
[29:40] 可能是你看过的一本书
[29:41] 可能是你跟一些人的一段对话
[29:45] 可能就是你的genetically
[29:48] 就是你的gene
[29:50] 就是跟别人不一样
[29:52] 对吧
[29:53] 我觉得每个个体在这个世界上都是很独立的
[29:56] 每个人都是这个世界的一个变量
[29:58] 每个人都是这世界上一个变量
[30:00] 然后有可能谁说的准呢
[30:01] 有可能你就是这个世界上最重要的那个变量
[30:05] 这是你的世界观
[30:07] 我觉得是我乐观的一面吧
[30:09] 对
[30:11] 你在新加坡果立有获得你想获得的东西吗
[30:15] 我觉得有
[30:16] 首先是我教了很多
[30:17] 我教了很多很好的朋友
[30:19] 之后也可以慢慢展开
[30:21] 但我认识了比如说
[30:22] 其实当初带我的主要的这个
[30:25] 我的mentor是冯嘉石
[30:27] 他当初是这个PhD学生
[30:30] 对
[30:31] 然后他带着我然后做了一些工作
[30:33] 我们发表了一篇
[30:34] 也不是鼎会
[30:35] 很不幸本科还是没能发出一篇CVPR
[30:38] 但发表了一篇
[30:40] 还不错的这个BMVC的paper
[30:43] 是一个没那么鼎会的计算机视觉的这样一个论文
[30:47] 所以我觉得还是有很大很大的收获
[30:52] 我第一次知道了research是怎么回事
[30:55] 对吧
[30:56] 真正写过一篇paper
[30:58] 跟没写这篇paper
[30:59] 我觉得还是差别还是很大的
[31:01] 那是你关于CV的第一篇paper
[31:03] 是的
[31:04] 但你可以认为这是一个关于CV的paper
[31:06] 但其实跟CV也没有什么关系
[31:08] 它的唯一的一个application
[31:10] 是这个人脸识别
[31:12] 它更像是一个机器学习的论文吧
[31:15] 但那时候也很正常
[31:17] 在学CV或者说研究CV的人都在做类似的事情
[31:21] 所谓的这些这种manifold clustering相关的东西
[31:26] 对
[31:27] 但是也就是在那个时间点上
[31:30] 那是2012年2013年2012年
[31:33] 对吧
[31:34] 所以刚好也是AlexNet moment
[31:37] 所以我也是在那个时间点上知道了这件事
[31:41] 对吧
[31:42] 然后对
[31:43] 然后知道了ImageNet
[31:45] 知道了深度学习
[31:46] 所以我觉得那其实是一个原点
[31:49] 那是我刚开始做research
[31:51] 然后学会怎么样做research的一个原点
[31:53] 也是整个深度学习的一个原点
[31:56] 这是你的大三
[31:57] 大三对
[31:58] 这个时候大学就快结束了
[32:00] 所以你其实在本科期间就已经找到了你的主线
[32:03] 我觉得是的
[32:05] 那你当时的那一身奖励机制是什么呢
[32:08] 其实我觉得还是好奇心吧
[32:10] 对
[32:11] 就是我觉得我想要知道为什么
[32:14] 对
[32:15] 然后或者说这可能也是我的一个自己的一个解释吧
[32:18] 我觉得我也不知道我的intrinsic motivation到底是什么
[32:21] 但是
[32:26] 我希望了解更多东西
[32:28] 我希望了解关于这个领域的更多的事情
[32:31] 我希望跟这个领域的最顶尖的这一部分
[32:36] 学生也好
[32:37] 研究员也好
[32:38] 老师也好
[32:39] 有更深入的交流
[32:41] 所以这也是为什么之后决定还是想要出国
[32:45] 然后申请
[32:46] 我觉得也是是这个原因
[32:49] 这里我想多插一个小问题
[32:51] 你也肯定有很多清华摇班的朋友
[32:53] 也有很多清华摇班的朋友来过我的节目
[32:56] 是的
[32:57] 我想知道清华摇班你觉得跟交大的ACM班
[33:00] 最大的差别会是什么呀
[33:01] 在培养上
[33:02] 我觉得可能ACM班没那么卷吧
[33:05] 一个差别是
[33:07] again这件事情其实还是于老师的一个设计
[33:10] 他我觉得是一个挺伟大的一个教育家
[33:14] 我可以这么去说
[33:15] 对
[33:16] 像我们当初
[33:17] 其实我们的课程设计上会有很多
[33:20] 看起来还是蛮奇怪的这些设定
[33:23] 比如说我们有一门课程
[33:24] 于老师其实很自豪的就是说
[33:27] 叫做学资讲坛
[33:29] 这个学资讲坛是什么
[33:30] 就是说大家要到这个课上
[33:33] 然后花可能45分钟到一小时
[33:35] 去做一个presentation
[33:37] 给一个talk
[33:38] 然后这个talk不能是跟学习有关的
[33:42] 它可以是关于
[33:43] 这世界上任何事情的
[33:45] 但不能学习有关系
[33:48] 对
[33:49] 所以有人会讲哲学
[33:51] 有人会讲历史
[33:52] 有人会讲社会
[33:54] 有人会讲很多很多很有趣的东西
[33:57] 当然也可以讲科学
[33:59] 对
[34:00] 然后我觉得
[34:01] 我觉得这可能是一个培养机制的不同
[34:03] 当然我也没去过摇板
[34:04] 所以我也不清楚
[34:05] 但我觉得大家还是在一个相对来说比较宽松
[34:09] 并且比较强调通识的这种设定下
[34:13] 我还是会往前走的
[34:15] 你给我的感觉是
[34:16] 你好像不是一个喜欢过度竞争的人
[34:19] 我觉得我不惧怕竞争
[34:21] 但是我觉得确实我不喜欢过度竞争
[34:25] 并且我觉得过度的竞争一定也不利于创新
[34:29] 对
[34:30] 我觉得
[34:31] 这个当然不是说ACM班没有竞争
[34:33] 其实有很强的竞争
[34:34] 你在这个竞争中是优胜者吗
[34:36] 没有被淘汰出去
[34:37] OK
[34:38] 对
[34:39] 但其实也不能叫淘汰了
[34:41] 就是其实是大家觉得自己适合还是不适合
[34:43] 然后选择继续留在这还是出去
[34:46] 你本科大概排第几
[34:50] 一共可能有三四十个人
[34:52] 可能排十几名这样吧
[34:55] 没有特别卷自己
[34:57] 没有特别卷自己
[34:59] 你有想过要成为ACM班的
[35:02] 比如说第一名第二名吗
[35:03] 这是你的追求吗
[35:04] 我成为不了
[35:05] 对
[35:06] 真的成为不了
[35:07] 因为我们有很强的这些竞赛背景的学生
[35:11] 或者说评价的标准其实我觉得也是多元化的
[35:14] 其实不好想谁是第一名第二名
[35:16] 或者说如果只看GPA的话
[35:18] 那我确实做不到
[35:20] 对
[35:21] 然后我觉得而且我对这件事情
[35:23] 可能也是受了生存手册的启发
[35:25] 我觉得我也不是那么在意
[35:27] 所以从那个时候就开始非常追随自己的兴趣
[35:31] 是的
[35:32] 对
[35:33] 我觉得追随我的兴趣
[35:34] 并且我会想方设法促成这件事情
[35:36] 对吧
[35:37] 尤其在申请的时候也是一样
[35:38] 刚才的一个例子是你去了新加坡国立
[35:42] 而没有去微软亚运院
[35:43] 对
[35:44] 申请的时候其实
[35:45] 对这里面还有另外一个故事
[35:47] 就是当初差点失学
[35:49] 但也没有失学
[35:50] 就是还是有一些offer
[35:52] 但是也是没有一个
[35:54] 我想去的做计算机视觉的老师的offer
[35:58] 这件事情让我非常非常的沮丧
[36:01] 然后一度我会想
[36:03] 好吧那我可以去做一些
[36:05] 关于推荐系统的研究
[36:06] 一些更加
[36:08] 机器学习的研究
[36:12] 直到最后
[36:13] 然后我就开始疯狂的跟大家写邮件
[36:16] 就是套词邮件
[36:17] 对
[36:18] 然后涂哲文老师
[36:20] 涂教授
[36:21] 然后回复了我
[36:22] 但这件事情已经非常非常晚了
[36:24] 因为你知道大家申请PhD
[36:26] 一般都是要4月15号就截止了
[36:28] 我其实4月才收到这个回复
[36:31] 对
[36:32] 你最想去的老师是谁
[36:34] 在那个时候
[36:35] 那时候其实做计算机视觉的老师不多
[36:39] 对吧
[36:40] 然后我觉得涂老师当然是一个
[36:41] 我非常非常敬佩的一位老师
[36:43] 所以我觉得他也是我的一个top choice
[36:46] 对
[36:47] 然后当然了
[36:48] 还会有很多
[36:49] 你当然说像在斯坦福伯克利MIT
[36:53] 都会有很多这些计算机视觉的先驱
[36:57] 但那时候超过我的能力范围之内
[37:01] 对
[37:02] 所以我跟涂老师发这个邮件
[37:05] 然后他就回复了我
[37:08] 然后我还记得非常清楚
[37:12] 因为有时差嘛
[37:13] 所以涂老师说我们要不要打个电话
[37:16] 你什么时候有时间
[37:17] 我说我任何时候都有时间
[37:19] 然后所以我半夜3点在宿舍的楼下
[37:22] 跟涂老师打了这么一个电话
[37:24] 告诉他为什么我觉得我想做这件事
[37:28] 我之前做了哪些事
[37:30] 并且我觉得我为什么很欣赏你的research
[37:33] 我觉得我们可以一起工作
[37:35] 一起公事
[37:36] 对
[37:37] 所以后来涂老师就把我捞起来了
[37:42] 非常幸运
[37:43] 最后几天
[37:44] 最后几天把我捞起来了
[37:46] 但后面还有转折
[37:47] 因为我一开始涂哲文教授其实是在UCLA
[37:51] 所以我拿的offer也是UCLA的offer
[37:54] 然后我办好了签证准备要入学
[37:58] 然后之前大概一个星期涂老师说
[38:02] 不好意思我要跳槽了
[38:04] 我在UCLA因为种种原因不想待下去了
[38:08] 不想在这继续待着了
[38:10] 我要去另外一个地方
[38:11] 我要去哪儿
[38:12] 现在我也不能告诉你
[38:13] 我也不知道
[38:14] 因为他当初也在面试
[38:16] 真的
[38:17] 对
[38:18] 然后他跟我说你有几个选择
[38:20] 一是可以留在UCLA
[38:23] 然后把你交给其他的老师托管
[38:27] 然后也可以等一等看看我这边工作的情况
[38:30] 然后有可能如果去到一个你愿意来的学校的话
[38:34] 你可以跟我一起来
[38:36] 所以你等了吗
[38:37] 还是你马上说我就选择你
[38:40] 我基本上就是说
[38:41] 我马上说
[38:42] 我就选择你了
[38:43] 对
[38:44] 你不在意学校是吗
[38:46] 我觉得我不在意学校
[38:49] 并且我还是觉得
[38:50] 对我觉得这些事情都很有意思
[38:51] 因为当初其实你如果看UCSD的话
[38:55] 可能感觉什么综合排名什么都不如什么UCLA
[38:59] 现在完全不是这样
[39:01] 如果你看这个CS ranking
[39:03] 或者说从AI的这种招人
[39:05] 然后学生
[39:06] 包括这种师资的储备
[39:08] AI的这种力量来看
[39:11] 我觉得UCSD都已经是前几名的这种级别了
[39:15] 在当初完全不是这样
[39:17] 在当初而且我其实还一直很想合作一个老师叫Search Blondie
[39:21] 他刚刚决定也要跳槽离开UCSD
[39:25] 所以我觉得一切都很绝望
[39:28] 我要去的地方似乎排名也没那么高
[39:31] 然后师资也在外流
[39:34] 但我想想说都不matter
[39:37] 都不重要
[39:38] 重要的事情是我跟谁在做什么事情
[39:41] 是不是我想做的事情
[39:42] 我觉得抛开所有这些噪音
[39:45] 这是我唯一一个想要去关心的事情
[39:48] 这个很有趣
[39:49] 对
[39:50] 所以这件事情发生了好几次的
[39:51] 我刚刚说在交大其实也是一个向上的 trajectory
[39:54] 然后去UCSD其实也是
[39:59] 当然我不是说这件事情跟我有什么关系
[40:01] 我觉得跟我没有任何关系
[40:03] 但sum up
[40:04] 我觉得我能看到一个地方
[40:06] 或者甚至一个人他的upside potential
[40:10] 就是说他的潜力
[40:11] 然后我也愿意跟这些地方一起成长
[40:14] 我觉得这是我体会比较深的一个事情
[40:17] 你多久知道涂老师去的是UCSD
[40:21] 可能隔了几个月吧
[40:23] 可能隔了一两个月
[40:25] 你当时有担忧过吗
[40:27] 当然有担忧过了
[40:29] 因为涂老师其实是一个非常谦虚
[40:33] 能力极强但又非常谦虚的一个人
[40:36] 所以他总会给我打预防针的
[40:39] 说我要去的学校
[40:40] 有可能排名会比较靠后了
